End_of_Period,Loan_Number,Region,Country_Code,Country,Borrower,Guarantor_Country_Code,Guarantor,Loan_Type,Loan_Status,Interest_Rate,Project_ID,Project_Name,Original_Principal_Amount,Cancelled_Amount_,Undisbursed_Amount_,Disbursed_Amount_,Repaid_to_IBRD_,Due_to_IBRD_,Exchange_Adjustment_,Borrowers_Obligation_,Sold_Third_Party_,Repaid__Third_Party,Due__Third_Party_,Loans_Held_,First_Repayment_Date,Last_Repayment_Date,Agreement_Signing_Date,Board_Approval_Date,Effective_Date_(Most_Recent),Closed_Date_(Most_Recent),Last_Disbursement_Date
9/30/2025,IBRD70820,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Repaid",0,P063644,"EC Power&Comm.Sect Moderniz.&Rural Servi",23000000,5882680,0,17117320.47,17117320,0,0,0,0,0,0,0,4/1/2010,10/1/2021,5/15/2002,11/20/2001,9/25/2002,6/30/2008,7/14/2009
9/30/2025,IBRD71100,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Repaid",0,P074218,"EC Public Sector Financial Management",13860000,6088746,0,7771254.18,7771254,0,0,0,0,0,0,0,4/15/2007,10/15/2021,8/27/2003,3/26/2002,9/25/2003,2/27/2009,11/9/2009
9/30/2025,IBRD71730,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Repaid",0,P082395,"EC-FIRST PROGRAMMATIC HUMAN DEV. REFORM",50000000,0,0,50000000,50000000,0,0,0,0,0,0,0,10/15/2009,4/15/2025,8/27/2003,5/27/2003,9/16/2003,12/31/2003,9/24/2003
9/30/2025,IBRD71740,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Repaid",0,P082739,"EC FISCAL CONSOLID. & COMP.  GROWTH ADJ.",50000000,0,0,50000000,50000000,0,0,0,0,0,0,0,10/15/2009,4/15/2025,8/27/2003,5/27/2003,9/16/2003,12/31/2003,9/24/2003
9/30/2025,IBRD72350,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Terminated,0,P077257,"EC INDIGENOUS PEOPLES 2 (PRODEPINE2)",34000000,34000000,0,0,0,0,0,0,0,0,0,0,,,,6/17/2004,6/17/2004,9/30/2009,
9/30/2025,IBRD03130,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMPRESA DE ENERGIA ELECTRICA",CO,Colombia,NPL,"Fully Repaid",6,P006700,"EXPANSION PROJECT II",50000000,0,0,50000000,49078107,0,0,0,921893,921893,0,0,2/1/1966,2/1/1987,5/23/1962,5/22/1962,8/22/1962,12/31/1967,
9/30/2025,IBRD72370,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Terminated,0,P085302,"EC Institutional Reform",20000000,20000000,0,0,0,0,0,0,0,0,0,0,12/15/2008,12/15/2011,,6/22/2004,6/22/2004,12/31/2008,
9/30/2025,IBRD72760,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Terminated,0,P083856,"EC Scnd. Fiscal Consolid  & Comp. Growth",100000000,100000000,0,0,0,0,0,0,0,0,0,0,4/15/2010,10/15/2021,,3/10/2005,3/10/2005,12/31/2005,
9/30/2025,IBRD73610,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Cancelled",0,P088575,"EC-(APL1) Health Insurance Strategy",90000000,90000000,0,0,0,0,0,0,0,0,0,0,6/15/2011,12/15/2022,6/5/2006,2/16/2006,9/8/2006,6/30/2010,1/9/2008
9/30/2025,IBRD73810,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Terminated,0,P098167,"EC (APL1) Bono de Desarrollo Humano",60000000,60000000,0,0,0,0,0,0,0,0,0,0,10/15/2010,4/15/2024,,6/1/2006,6/1/2006,12/31/2010,
9/30/2025,IBRD74010,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Repaid",0,P095555,"EC (APL2) PRAGUAS II",48000000,40499135,0,7500865.42,7500865,0,0,0,0,0,0,0,3/15/2015,9/15/2019,12/1/2006,7/25/2006,12/29/2006,3/31/2009,11/16/2009
9/30/2025,IBRD19530,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMPRESAS PUBLICAS DE MEDELLIN",CO,Colombia,CPL,"Fully Repaid",10,P006772,"PLAYAS POWER",85000000,18113673,0,66886327.13,66886327,0,0,0,0,0,0,0,7/15/1985,1/15/1998,11/6/1981,3/3/1981,6/21/1982,3/31/1991,8/2/1991
9/30/2025,IBRD19660,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"CAMINOS VECINALES",CO,Colombia,CPL,"Fully Repaid",10,P006773,"RURAL ROADS",33000000,0,0,33000000,33000000,0,0,0,0,0,0,0,10/15/1985,4/15/1998,9/24/1981,3/31/1981,4/21/1982,6/30/1986,11/24/1987
9/30/2025,IBRD19960,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"INSTITUTO NAC. DE ADEC. TIERRAS - INAT",CO,Colombia,CPL,"Fully Repaid",10,P006769,"IRRIGATION REHAB I",37000000,2642000,0,34358000,34358000,0,0,0,0,0,0,0,2/15/1986,8/15/1998,4/16/1982,5/19/1981,8/16/1982,12/31/1988,6/8/1989
9/30/2025,IBRD19990,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"CORPO. ELEC. COSTA ATLAN.",CO,Colombia,CPL,"Fully Repaid",10,P006771,"ATLANTIC DIST/VILLAG",36000000,5935013,0,30064987.21,30064987,0,0,0,0,0,0,0,10/1/1985,4/1/1998,5/14/1982,5/21/1981,2/15/1983,6/30/1988,8/17/1989
9/30/2025,IBRD74020,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Terminated,0,P087831,"EC-Inclusion and Quality Education",43000000,43000000,0,0,0,0,0,0,0,0,0,0,2/15/2017,2/15/2017,,7/25/2006,7/25/2006,12/31/2010,
9/30/2025,IBRD74030,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Terminated,0,P007077,"EC-RURAL ROADS",20000000,20000000,0,0,0,0,0,0,0,0,0,0,3/15/2016,3/15/2016,,7/25/2006,7/25/2006,6/30/2011,
9/30/2025,IBRD74960,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Consejo Provincial de Chimborazo",EC,Ecuador,FSL,Repaying,0,P094784,"EC Chimborazo Dev Invest Proj (PIDD)",15300000,262045,0,15037954.87,13489653,1548302.34,0,1548302.34,0,0,0,1548302.34,6/15/2010,12/15/2026,4/18/2008,12/6/2007,7/17/2008,6/30/2014,12/16/2014
9/30/2025,IBRD82850,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Municipality of the Metro. Dist of Quito",EC,Ecuador,FSL,"Fully Disbursed",0,P144489,"EC Quito Metro Line One",205000000,492344,0,204507656.1,0,204507656.1,0,204507656.1,0,0,0,204507656.1,2/15/2029,2/15/2043,11/11/2013,7/25/2013,9/25/2015,12/31/2023,8/30/2024
9/30/2025,IBRD82890,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Municipality of Manta",EC,Ecuador,FSL,Repaying,0,P143996,"EC Manta Public Services Improvem Proj.",100000000,884,0,99999116.08,25037224,74961892.57,0,74961892.57,0,0,0,74961892.57,8/15/2018,2/15/2043,11/20/2013,8/8/2013,7/18/2014,12/31/2020,9/7/2021
9/30/2025,IBRD85050,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Empresa Municipal  Agua Potable - EMAPAG",EC,Ecuador,FSL,"Fully Disbursed",0,P151439,"EC Guayaquil Wastewater Management Proje",102500000,0,0,102500000,0,102500000,0,102500000,0,0,0,102500000,9/1/2030,3/1/2050,6/29/2015,4/22/2015,9/15/2015,12/30/2021,1/6/2022
9/30/2025,IBRD85150,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Finanzas",EC,Ecuador,FSL,Disbursing,0,P151963,"Sustainable Family Farming Modernization",80000000,42145688,2948115.59,34906196.18,0,34906196.18,0,34906196.18,0,0,0,37854311.77,12/15/2033,6/15/2050,10/9/2015,7/15/2015,12/16/2015,12/31/2023,8/14/2024
9/30/2025,IBRD85420,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Disbursing,0,P152096,"Supporting Edu Reform in Targeted Circui",178000000,52700000,9285383.85,116014616.2,0,116014616.2,0,116014616.2,0,0,0,125300000,4/15/2034,10/15/2045,1/28/2016,10/14/2015,2/9/2016,12/31/2022,7/7/2023
9/30/2025,IBRD20080,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMPRESA DE ENERGIA ELECTRICA",CO,Colombia,CPL,"Fully Repaid",10,P006770,"GUAVIO HYDROPOWER",359000000,0,0,359000000,359000000,0,0,0,0,0,0,0,2/15/1986,8/15/1998,3/8/1982,5/28/1981,10/29/1982,6/30/1990,11/13/1990
9/30/2025,IBRD85790,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Municipality of Ibarra",EC,Ecuador,FSL,Repaying,0,P147280,"EC Transport Infrastructure Improvement",52500000,20627628,0,31872372.32,7494975,24377397.82,0,24377397.82,0,0,0,24377397.82,2/15/2021,8/15/2040,12/22/2016,1/27/2016,3/28/2017,6/30/2024,3/13/2025
9/30/2025,IBRD85910,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P157324,"Ecuador ERL",150000000,97168764,0,52831235.76,0,52831235.76,0,52831235.76,0,0,0,52831235.76,8/15/2034,2/15/2051,4/22/2016,3/15/2016,7/19/2016,9/7/2021,12/20/2021
9/30/2025,IBRD20690,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"INSTITUTO NACIONAL DE LOS",CO,Colombia,CPL,"Fully Repaid",12,P006775,"UPPER MAGDALENA WATE",9000000,6632592,0,2367407.97,2367408,0,0,0,0,0,0,0,6/1/1986,12/1/1998,4/16/1982,12/15/1981,1/13/1983,6/30/1987,10/20/1989
9/30/2025,IBRD20900,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,CPL,"Fully Repaid",12,P006777,"RAILWAYS VII",77000000,48000434,0,28999565.88,28999566,0,0,0,0,0,0,0,9/15/1986,3/15/1999,12/28/1982,2/16/1982,6/27/1983,12/31/1987,5/30/1989
9/30/2025,IBRD86670,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P157425,"Transformation of Tertiary Institutes",90500000,42962004,0,47537996.19,0,47537996.19,0,47537996.19,0,0,0,47537996.19,5/15/2034,11/15/2051,12/22/2016,11/23/2016,3/22/2017,11/30/2023,2/4/2025
9/30/2025,IBRD88880,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Empresa Municipal  Agua Potable - EMAPAG",EC,Ecuador,FSL,Disbursing,0,P151439,"EC Guayaquil Wastewater Management Proje",233600000,0,61501779.9,172098220.1,0,172098220.1,0,172098220.1,0,0,0,233600000,9/1/2033,3/1/2053,11/29/2018,6/29/2018,1/21/2019,4/30/2026,9/10/2025
9/30/2025,IBRD88890,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Municipality of the Metro. Dist of Quito",EC,Ecuador,FSL,"Fully Disbursed",0,P144489,"EC Quito Metro Line One",230000000,2541594,0,227458405.8,0,227458405.8,0,227458405.8,0,0,0,227458405.8,9/15/2028,3/15/2038,11/29/2018,6/22/2018,12/28/2018,12/31/2023,8/30/2024
9/30/2025,IBRD21210,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"INSTITUTO NACIONAL DE VIAS",CO,Colombia,CPL,"Fully Repaid",12,P006776,"HIGHWAYS VIII (SECTO",152300000,2685000,0,149615000,149615000,0,0,0,0,0,0,0,9/15/1986,3/15/1999,5/13/1982,4/1/1982,9/22/1982,12/31/1988,10/23/1989
9/30/2025,IBRD21740,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,CPL,"Fully Repaid",12,P006774,"RURAL DEVT II",53000000,12174671,0,40825328.87,40825329,0,0,0,0,0,0,0,2/15/1987,8/15/1999,7/26/1982,6/8/1982,5/18/1983,6/30/1990,1/22/1991
9/30/2025,IBRD21920,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE EDUCACION NACION",CO,Colombia,CPL,"Fully Repaid",12,P006779,"RURAL EDUCATION",15000000,877486,0,14122514,14122514,0,0,0,0,0,0,0,1/1/1987,7/1/1999,8/30/1982,7/27/1982,3/30/1983,3/31/1989,12/11/1990
9/30/2025,IBRD89460,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Disbursing,0,P167416,"Social Safety Net Project",350000000,0,0,350000000,0,350000000,0,350000000,0,0,0,350000000,3/15/2029,3/15/2049,7/22/2019,4/3/2019,8/6/2019,11/28/2025,7/28/2025
9/30/2025,IBRD89780,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P169822,"First Inclusive and Sustainable Growth",500000000,0,0,500000000,0,500000000,0,500000000,0,0,0,500000000,6/1/2029,6/1/2049,6/17/2019,6/11/2019,6/18/2019,12/31/2019,6/20/2019
9/30/2025,IBRD23030,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"INS. COLOM. AGROPECUARIO",CO,Colombia,CPL,"Fully Repaid",5,P006778,"AGRIC RESEARCH & EXT",46765364,870164,0,45895200,45895200,0,0,0,0,0,0,0,3/1/1988,9/1/2000,9/19/1983,6/7/1983,1/9/1984,6/30/1992,11/12/1992
9/30/2025,IBRD2303S,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"INS. COLOM. AGROPECUARIO",CO,Colombia,SCPD,"Fully Repaid",9,P006778,"AGRIC RESEARCH & EXT",16634636,0,0,16634635.59,16634636,0,0,0,0,0,0,0,9/1/1997,9/1/2000,9/19/1983,6/7/1983,1/9/1984,6/30/1992,
9/30/2025,IBRD23490,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,CARBOCOL,CO,Colombia,CPL,"Fully Repaid",6,P006781,"COAL EXPLORATION",8084010,3170010,0,4914000,4914000,0,0,0,0,0,0,0,2/1/1988,8/1/2000,2/9/1984,10/11/1983,7/10/1984,1/15/1992,3/23/1992
9/30/2025,IBRD2349S,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,CARBOCOL,CO,Colombia,SCPD,"Fully Repaid",9,P006781,"COAL EXPLORATION",1415990,0,0,1415990.35,1415990,0,0,0,0,0,0,0,8/1/1997,8/1/2000,2/9/1984,10/11/1983,7/10/1984,1/15/1992,
9/30/2025,IBRD90870,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P173773,"EC: COVID-19 Response Project",20000000,8780262,0,11219738,0,11219738,0,11219738,0,0,0,11219738,9/15/2031,3/15/2048,4/5/2020,4/2/2020,4/5/2020,3/30/2024,2/18/2025
9/30/2025,IBRD91140,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P171190,"Second Inclusive and Sustainable Growth",500000000,0,0,500000000,0,500000000,0,500000000,0,0,0,500000000,11/1/2031,5/1/2048,5/9/2020,5/7/2020,5/11/2020,12/31/2020,5/15/2020
9/30/2025,IBRD91310,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"CORPORACION FINANCIERA NACIONAL B.P.",EC,Ecuador,FSL,"Disbursing & Repaying",0,P172899,"Access to Finance Project",260000000,0,5000000,255000000,6706500,248293500,0,248293500,0,0,0,253293500,8/15/2025,2/15/2044,7/28/2020,7/1/2020,7/31/2020,12/31/2027,8/19/2025
9/30/2025,IBRD23790,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,CPL,"Fully Repaid",6,P006786,"POPAYAN RECONSTRUCTI",29260000,0,0,29260000,29260000,0,0,0,0,0,0,0,5/15/1988,11/15/2000,2/27/1984,2/2/1984,6/26/1984,6/30/1988,7/25/1989
9/30/2025,IBRD91630,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Disbursing,0,P173283,"IP, Afro and Montubio Devt Project",40000000,0,36951401.99,3048598.01,0,3048598.01,0,3048598.01,0,0,0,40000000,3/15/2032,9/15/2048,4/22/2021,9/25/2020,1/12/2022,12/31/2026,7/28/2025
9/30/2025,IBRD91800,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Repaying,0,P174115,"Third Inclusive and Sustainable Growth",500000000,0,0,500000000,35700000,464300000,0,464300000,0,0,0,464300000,5/15/2025,11/15/2031,11/26/2020,11/24/2020,11/27/2020,12/31/2021,12/1/2020
9/30/2025,IBRD2379S,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,SCPD,"Fully Repaid",9,P006786,"POPAYAN RECONSTRUCTI",10740000,0,0,10740000,10740000,0,0,0,0,0,0,0,11/15/1997,11/15/2000,2/27/1984,2/2/1984,6/26/1984,6/30/1988,
9/30/2025,IBRD24010,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"FINANCIERA ELECTRICA NAC. S.A.",CO,Colombia,CPL,"Fully Repaid",6,P006783,"FEN POWER - A LOAN",133066183,0,0,133066182.7,133066183,0,0,0,0,0,0,0,9/1/1988,3/1/2001,6/27/1984,3/29/1984,9/27/1984,12/31/1987,11/1/1988
9/30/2025,IBRD2401S,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"FINANCIERA ELECTRICA NAC. S.A.",CO,Colombia,SCPD,"Fully Repaid",8,P006783,"FEN POWER - A LOAN",36933817,0,0,36933817.28,36933817,0,0,0,0,0,0,0,9/1/1997,3/1/2000,6/27/1984,3/29/1984,9/27/1984,12/31/1987,
9/30/2025,IBRD24490,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMPRESAS PUBLICAS DE MEDELLIN",CO,Colombia,CPL,"Fully Repaid",6,P006782,"RIO GRANDE MULTIPURP",113991790,10781390,0,103210400,103210400,0,0,0,0,0,0,0,2/15/1989,8/15/2001,9/21/1984,6/21/1984,12/20/1984,6/30/1994,9/19/1994
9/30/2025,IBRD92280,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P173773,"EC: COVID-19 Response Project",150000000,3067477,0,146932523.1,0,146932523.1,0,146932523.1,0,0,0,146932523.1,9/15/2026,3/15/2039,4/26/2021,4/1/2021,5/20/2021,3/30/2024,2/18/2025
9/30/2025,IBRD93330,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P176983,"Ecuador DPF-1",700000000,0,0,700000000,0,700000000,0,700000000,0,0,0,700000000,11/15/2027,11/15/2038,2/24/2022,2/1/2022,2/24/2022,1/31/2023,3/4/2022
9/30/2025,IBRD93880,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Disbursing,0,P167416,"Social Safety Net Project",200000000,0,29071756.95,170928243.1,0,170928243.1,0,170928243.1,0,0,0,200000000,11/1/2027,5/1/2040,4/13/2023,5/26/2022,7/7/2023,11/28/2025,9/26/2025
9/30/2025,IBRD2449S,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMPRESAS PUBLICAS DE MEDELLIN",CO,Colombia,SCPD,"Fully Repaid",9,P006782,"RIO GRANDE MULTIPURP",50508210,0,0,50508210.47,50508210,0,0,0,0,0,0,0,8/15/1997,8/15/2001,9/21/1984,6/21/1984,12/20/1984,6/30/1994,
9/30/2025,IBRD94210,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Disbursing,0,P178564,"Statcap Ecuador",80000000,0,19278476.2,60721523.8,0,60721523.8,0,60721523.8,0,0,0,80000000,7/1/2027,7/1/2039,10/26/2022,6/30/2022,12/15/2022,7/28/2027,9/25/2025
9/30/2025,IBRD94330,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P173773,"EC: COVID-19 Response Project",100000000,20000000,0,80000000,0,80000000,0,80000000,0,0,0,80000000,7/1/2027,1/1/2034,12/16/2022,6/27/2022,4/21/2023,3/30/2024,10/24/2023
9/30/2025,IBRD24530,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,FEDECAFE,CO,Colombia,CPL,"Fully Repaid",5,P006780,"AGRIC DIVERSIFICATIO",50000000,0,0,50000000,50000000,0,0,0,0,0,0,0,11/15/1988,5/15/2001,9/21/1984,6/27/1984,3/20/1985,9/30/1992,1/5/1993
9/30/2025,IBRD24640,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"BANCO DE LA REPUBLICA",CO,Colombia,CPL,"Fully Repaid",7,P006788,"SMALL SCALE IND",40000000,1256781,0,38743219.04,38743219,0,0,0,0,0,0,0,3/1/1989,9/1/2001,9/21/1984,7/10/1984,2/1/1985,12/31/1988,8/2/1989
9/30/2025,IBRD24700,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMP. MUNICIPALES DE CUCUTA",CO,Colombia,CPL,"Fully Repaid",6,P006791,"CUCUTA WATER/SEW",12350999,374299,0,11976700,11976700,0,0,0,0,0,0,0,2/15/1989,8/15/2001,9/21/1984,9/11/1984,4/30/1985,6/30/1995,7/6/1995
9/30/2025,IBRD95950,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Effective,0,P180688,"Increase Resilience of Ecuador's Schools",190000000,90000000,100000000,0,0,0,0,0,0,0,0,100000000,3/1/2032,9/1/2040,4/3/2025,9/29/2023,4/9/2025,12/31/2028,
9/30/2025,IBRD95980,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Disbursing,0,P180361,"EC Inclusive and Resilient Housing & UD",100000000,0,53737361.34,46262638.66,0,46262638.66,0,46262638.66,0,0,0,100000000,3/15/2030,3/15/2040,2/27/2024,10/5/2023,7/24/2024,3/13/2029,3/10/2025
9/30/2025,IBRD97150,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Disbursing,0,P505747,"ECCFG DPF",700000000,0,0,700000000,0,700000000,0,700000000,0,0,0,700000000,4/15/2032,10/15/2038,8/15/2024,7/31/2024,8/20/2024,12/31/2025,8/29/2024
9/30/2025,IBRD97220,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Gobierno Autonomo Descentralizado Provin",EC,Ecuador,FSL,Effective,0,P504400,"GRRR (Guayas)",100000000,0,100000000,0,0,0,0,0,0,0,0,100000000,2/15/2030,8/15/2044,12/3/2024,9/13/2024,1/27/2025,12/31/2029,
9/30/2025,IBRD97760,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Effective,0,P167416,"Social Safety Net Project",100000000,0,100000000,0,0,0,0,0,0,0,0,100000000,2/15/2032,8/15/2041,6/30/2025,1/21/2025,9/8/2025,6/30/2027,
9/30/2025,IBRDS0060,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,NPL,"Fully Repaid",8,P007056,"PROJECT PREPARATION",11000000,0,0,11000000,11000000,0,0,0,0,0,0,0,9/1/1981,9/1/1987,11/3/1977,8/2/1977,3/1/1978,6/30/1985,
9/30/2025,IBRD35220,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,CPL,"Fully Repaid",7,P008399,REHABILITATION,1365769,1365769,0,0,0,0,0,0,0,0,0,0,3/1/1998,9/1/2007,10/2/1992,10/1/1992,10/6/1992,9/30/1994,12/14/1994
9/30/2025,IBRD3522S,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCPM,"Fully Repaid",6,P008399,REHABILITATION,28634231,0,0,28634230.56,28634231,0,0,0,0,0,0,0,3/1/1998,9/1/2007,10/2/1992,10/1/1992,10/6/1992,9/30/1994,
9/30/2025,IBRD37310,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,CPL,"Fully Transferred",7,P008404,"HIGHWAY MAINTENANCE",0,0,0,0,0,0,0,0,0,0,0,0,11/15/1999,5/15/2009,5/27/1994,5/12/1994,9/28/1994,6/30/1997,
9/30/2025,IBRD3731S,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCPM,"Fully Repaid",6,P008404,"HIGHWAY MAINTENANCE",12000000,0,0,12000000,12000000,0,0,0,0,0,0,0,11/15/1999,5/15/2009,5/27/1994,5/12/1994,9/28/1994,6/30/1997,2/9/1998
9/30/2025,IBRD37400,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,CPL,"Fully Transferred",7,P008400,"DIST HEAT REHAB",0,0,0,0,0,0,0,0,0,0,0,0,2/1/2000,8/1/2009,5/27/1994,5/26/1994,10/31/1994,12/31/1999,
9/30/2025,IBRD3740A,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCL,"Fully Repaid",1,P008400,"DIST HEAT REHAB",11419201,1657221,0,9336681.54,10134280,0,0,0,0,0,0,0,2/15/2000,8/15/2009,5/27/1994,5/26/1994,10/31/1994,12/31/1999,6/28/2000
9/30/2025,IBRD3740S,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCPM,"Fully Repaid",6,P008400,"DIST HEAT REHAB",26980799,0,0,26980799.17,26980799,0,0,0,0,0,0,0,2/1/2000,8/1/2009,5/27/1994,5/26/1994,10/31/1994,12/31/1999,
9/30/2025,IBRD38030,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,CPL,"Fully Transferred",7,P008401,"FINANCIAL INSTITUTIO",0,0,0,0,0,0,0,0,0,0,0,0,7/15/2000,1/15/2010,11/15/1994,10/18/1994,7/14/1995,6/30/1998,
